Clusters,Error%,Undefined%,Coverage%,Validation_Error%
69,2.6965379327584,25.0144397381594,91.3169041201386,25.0593675790526
70,2.85276840394951,24.1470927993839,91.5286869464767,23.7145356830396
71,2.85401824771904,24.1904120138621,92.0773969965345,24.0313710786152
72,2.85401824771904,24.1904120138621,92.0773969965345,24.0313710786152
73,3.64829396325459,22.4123989218329,91.8463611859838,24.4300712410949
74,4.04386951631046,21.3621486330381,93.0592991913747,23.9501312335958
75,4.04386951631046,21.3621486330381,93.0592991913747,23.9501312335958
76,3.8851393575803,21.5575664227955,93.4828648440508,26.1729783777028
77,2.69778777652793,22.812860993454,93.2036965729688,24.5869266341707
78,4.04574428196475,22.5279168271082,91.8271082017713,25.3805774278215
79,4.12323459567554,22.2189064304967,94.8209472468233,26.8085239345082
80,3.88701412323459,22.2843665768194,93.2422025413939,24.0326209223847
81,4.91438570178728,21.8964189449365,90.0269541778976,25.3787026621672
82,3.88388951381077,21.9175972275703,92.8475163650366,23.3964504436945
83,4.75878015248094,20.855795148248,92.8571428571429,24.1101112360955
84,4.44006999125109,22.26992683866,92.26992683866,23.3177102862142
85,5.07624046994126,20.9578359645745,93.0207932229496,24.5875515560555
86,3.41082364704412,22.9639969195225,92.4528301886792,25.4524434445694
87,4.36195475565554,21.8425105891413,93.001540238737,24.5063117110361
88,4.04511936007999,21.8165190604544,94.0315748941086,24.4263217097863
89,4.6769153855768,21.6971505583365,94.2241047362341,24.9006374203225
90,5.07749031371079,21.1907970735464,92.9341547939931,25.2237220347457
91,5.15685539307587,20.4322294955718,95.2926453600308,23.870141232346
92,6.02862142232221,20.0211782826338,93.8197920677705,24.3457067866517
93,6.26671666041745,20.9568733153639,92.1255294570659,25.0593675790526
94,6.26671666041745,20.9568733153639,92.1255294570659,25.0593675790526
95,6.02924634420697,19.9711205236812,93.1844435887563,24.9781277340332
96,6.58480189976253,19.9855602618406,92.8378898729303,24.5813023372078
97,5.71053618297713,21.6182133230651,91.7308432807085,26.5648043994501
98,6.74353205849269,20.4495571813631,91.4227955333077,27.5959255093113
99,7.37782777152856,20.7094724682326,91.644204851752,28.3127109111361
100,7.37782777152856,20.7094724682326,91.644204851752,28.3127109111361
