Clusters,Error%,Undefined%,Coverage%,Validation_Error%
52,2.83137497423212,25.424411033503,88.9901740262815,25.7163471449186
53,3.23644609358895,25.3178643305315,90.7659524091393,24.4021851164708
54,3.03442589156875,25.8719071859832,90.4107967325678,27.3335394763966
55,3.84353741496599,24.4051142417426,88.5639872143956,26.8336425479283
56,3.7466501752216,25.4362495560554,87.9957381318811,26.8243661100804
57,3.74458874458875,24.9852018468095,89.4637149283769,27.533498247784
58,5.26592455163884,24.5850597845389,89.7360009470818,27.2448979591837
59,4.9618635332921,23.67230969575,92.7785012430449,28.6435786435786
60,4.9618635332921,23.67230969575,92.7785012430449,28.6435786435786
61,6.27808699237271,24.6785841127027,92.4233455664733,26.6295609152752
62,5.56483199340342,23.9789274298568,91.5117793299396,27.5427746856318
63,4.45784374355803,23.1135314312774,92.0681898899017,28.7610801896516
64,4.55370026798598,22.9548952290754,89.6412927666627,28.9486703772418
65,4.55370026798598,22.9548952290754,89.6412927666627,28.9486703772418
66,4.55370026798598,22.9548952290754,89.6412927666627,28.9486703772418
67,4.55370026798598,22.9548952290754,89.6412927666627,28.9486703772418
68,4.34961863533292,24.0641647922339,89.6294542441103,29.2578849721707
69,5.66687280972995,23.8889546584586,92.2931218183971,30.0680272108844
70,4.55163883735312,23.4355392447023,90.8014679767965,31.4873222016079
71,4.34858792001649,25.1864567302001,89.9490943530247,31.9047619047619
72,4.34858792001649,25.1864567302001,89.9490943530247,31.9047619047619
73,6.17501546072975,24.1079673256778,89.8543861726057,31.2925170068027
74,5.86786229643373,23.2106073162069,89.8070320823961,31.2760255617398
75,5.86786229643373,23.2106073162069,89.8070320823961,31.2760255617398
76,4.65986394557823,24.9200899727714,91.8432579614064,31.3852813852814
77,6.17398474541332,23.2721676334793,89.2861370900912,31.9964955679241
78,4.65161822304679,24.575588966497,92.5772463596543,31.0863739435168
79,4.65367965367965,25.2598555700249,88.7652420977862,31.3852813852814
80,5.56173984745413,25.8778264472594,89.2861370900912,31.8862090290662
81,5.56277056277056,24.7602699183142,90.9198532023204,32.291280148423
82,4.95567924139353,25.4350657038002,90.1503492364153,34.5155638012781
83,4.35168006596578,24.496270865396,90.4344737776725,33.5168006596578
84,5.1566687280973,24.4122173552741,91.4644252397301,33.1003916718202
85,5.35971964543393,25.6268497691488,90.9908843376347,33.4065141207998
86,6.47907647907648,25.0657038001657,89.8780632177104,33.9177489177489
87,6.88620902906617,24.8964129276666,89.1559133420149,32.701504844362
88,5.06287363430221,25.4658458624364,89.7241624245294,34.0208204493919
89,5.26592455163884,26.560909198532,89.1795903871197,33.008658008658
90,5.7730364873222,26.2306144193205,90.6238901385107,34.3228200371058
91,6.47907647907648,23.7326861607671,89.8780632177104,31.581117295403
92,6.17295403009689,25.042026755061,91.0263999052918,33.7074829931973
93,6.38115852401567,24.287912868474,92.5654078371019,34.6248196248196
94,6.38115852401567,24.287912868474,92.5654078371019,34.6248196248196
95,7.08719851576994,24.337634663194,91.7959038711969,34.2187177901464
96,7.18820861678005,24.2038593583521,92.352314431159,34.011544011544
97,6.78004535147393,23.3668758138984,89.4400378832722,33.3044733044733
98,7.89527932385075,22.7785012430449,93.181011009826,36.8563182848897
99,7.59121830550402,23.7942464780395,90.0082869657867,33.4106369820655
100,7.28818800247372,24.8798389960933,91.1447851308157,34.2156256441971
