Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00060.trk,,,,,,,
Object,0,,,,,,,
Samples,98,,,,,,,
id,65,,,,,,,
trial,4,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:19.600,dd:HH:mm:ss,,,,,,
24,4.6,86.84,21.3,436,288,south,92.96,5.35
25,4.8,84.51,19.06,408,284,s ext,94.12,3.24
26,5,82.98,18.74,424,232,s ext,93.86,1.56
27,5.2,79.9,18.04,472,312,s ext,93.46,3.16
28,5.4,76.04,17.96,516,316,s ext,92.35,3.85
29,5.6,72.25,19.62,528,324,s ext,89.71,4.14
30,5.8,67.74,22.79,556,428,south,85.56,5.52
31,6,63.25,26.78,572,416,south,80.78,6
32,6.2,58.75,30.68,576,516,south,76.15,5.96
33,6.4,54.34,36.37,572,508,south,69.96,7.2
34,6.6,49.9,42.05,544,540,south,63.98,7.2
35,6.8,45.5,48.68,588,572,south,57.33,7.96
36,7,41,54.5,580,552,west,51.71,7.36
37,7.2,36.46,60.47,620,488,west,46.43,7.5
38,7.4,32.77,67.76,628,552,west,40.17,8.17
39,7.6,29.82,74.48,624,500,west,34.79,7.34
40,7.8,27.67,81.48,592,456,west,29.59,7.33
41,8,27.08,86.92,564,476,west,25.48,5.47
42,8.2,28.12,92.47,556,424,west,20.42,5.65
43,8.4,29.13,98.81,568,428,west,15.23,6.42
44,8.6,29.26,105.04,624,440,west,11.7,6.24
45,8.8,29.34,111.24,676,500,west,9.73,6.2
46,9,28.56,117.5,628,448,west,10.63,6.3
47,9.2,27.75,122.92,580,392,west,12.96,5.48
48,9.4,26.91,128.39,628,328,west,16.6,5.54
49,9.6,26.86,132.85,536,420,west,19.47,4.47
50,9.8,27.55,138.03,544,416,west,22.9,5.22
51,10,29.81,141.87,536,384,west,24.93,4.45
52,10.2,33.58,145.19,564,388,west,26.14,5.02
53,10.4,38.02,149.04,572,440,west,28.58,5.87
54,10.6,43.19,151.74,560,452,west,30.64,5.83
55,10.8,49.05,154.22,572,484,west,33.25,6.37
56,11,54.16,156.14,608,492,west,35.83,5.46
57,11.2,60.75,157.84,576,496,north,39.2,6.81
58,11.4,66.67,158.33,564,468,north,41.79,5.94
59,11.6,73.37,158.21,540,520,north,44.91,6.7
60,11.8,79.39,156.16,564,464,north,46.79,6.36
61,12,83.91,154.44,548,456,north,48.33,4.83
62,12.2,87.68,151.37,556,432,north,48.83,4.86
63,12.4,91.42,147.69,576,420,north,49.37,5.25
64,12.6,93.66,143.36,616,440,north,48.79,4.88
65,12.8,95.13,139.07,632,464,north,47.81,4.53
66,13,95.14,134.79,692,548,north,45.89,4.28
67,13.2,93.71,129.82,744,548,north,42.71,5.18
68,13.4,90.87,124.2,752,552,north,38.45,6.29
69,13.6,88.08,119.36,744,584,north,34.76,5.6
70,13.8,84.58,115.23,744,552,west,30.86,5.41
71,14,80.37,111.1,700,636,west,26.63,5.89
72,14.2,76.13,108.33,716,528,west,22.73,5.07
73,14.4,71.85,106.21,676,472,west,18.92,4.77
74,14.6,66.8,104.05,736,476,west,14.86,5.49
75,14.8,61.69,101.8,740,452,west,11.68,5.59
76,15,56.49,99.45,700,520,west,9.74,5.71
77,15.2,51.95,97,636,456,west,9.71,5.16
78,15.4,47.32,93.62,588,496,west,12.36,5.74
79,15.6,44.97,92.67,604,456,west,13.35,2.53
80,15.8,42.6,91.69,620,440,west,14.6,2.56
81,16,40.25,92.37,580,408,west,14.46,2.45
82,16.2,38.69,93.96,608,300,west,13.4,2.22
83,16.4,37.96,97.31,636,340,west,10.7,3.43
84,16.6,37.21,99.84,628,408,west,9.07,2.63
85,16.8,38.05,103.22,568,380,west,5.85,3.48
86,17,39.64,104.88,556,316,west,3.63,2.3
87,17.2,41.99,105.67,544,212,west,1.67,2.48
88,17.4,42.77,106.47,488,240,west,0.56,1.12
89,17.6,43.54,107.26,496,216,platform,0,1.11
90,17.8,45.84,110.4,568,360,platform,0,3.89
91,18,46.59,112.74,644,292,platform,0,2.46
92,18.2,46.59,112.74,596,128,platform,0,0
93,18.4,45.82,112.79,576,204,platform,0,0.77
94,18.6,45.06,112.83,636,228,platform,0,0.77
95,18.8,45.05,113.63,608,196,platform,0,0.8
96,19,45.06,112.83,584,136,platform,0,0.8
97,19.2,45.06,112.03,568,128,platform,0,0.8
98,19.4,45.06,112.03,568,88,platform,0,0
