Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00003.trk,,,,,,,
Object,0,,,,,,,
Samples,181,,,,,,,
id,44,,,,,,,
trial,3,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:36.200,dd:HH:mm:ss,,,,,,
24,4.6,67.17,164.54,572,380,north,47.68,3.75
25,4.8,62.75,162.96,568,412,north,44.68,4.69
26,5,59.22,158.94,596,452,north,39.81,5.35
27,5.2,54.95,155.16,576,492,west,35.04,5.7
28,5.4,51.53,148.85,620,524,west,28.2,7.18
29,5.6,47.3,143.46,568,508,west,22.37,6.85
30,5.8,43.76,137.81,588,428,west,16.71,6.67
31,6,39.41,130.48,640,572,west,10.32,8.52
32,6.2,36.46,122.62,656,560,west,5.48,8.4
33,6.4,33.36,115.31,628,524,west,5.52,7.94
34,6.6,31.72,107.62,628,472,west,8.31,7.86
35,6.8,30.8,100.61,576,492,west,12.8,7.07
36,7,32.3,95.37,560,472,west,15.58,5.45
37,7.2,35.37,89.45,580,580,west,18.86,6.67
38,7.4,40.02,83.9,600,548,west,22.77,7.24
39,7.6,46.19,78.83,596,540,west,27.17,7.99
40,7.8,53.09,74.96,592,588,west,31.55,7.91
41,8,59.91,72.05,660,572,west,35.9,7.41
42,8.2,66.6,68.44,676,616,south,41.68,7.61
43,8.4,73.23,65.61,716,600,south,47.24,7.2
44,8.6,79.75,61.96,688,628,south,53.83,7.48
45,8.8,84.77,58.79,648,624,south,59.26,5.94
46,9,88.34,56.12,644,572,south,63.47,4.45
47,9.2,91.17,53.32,612,568,south,67.4,3.98
48,9.4,95.41,49.77,576,516,south,72.78,5.53
49,9.6,98.94,49.17,568,416,south,75.42,3.58
50,9.8,103.84,48.48,612,492,south,79.11,4.95
51,10,108.7,49.93,656,556,south,81.36,5.07
52,10.2,114.88,51.85,636,620,south,84.5,6.47
53,10.4,120.32,54.36,608,492,south,87.05,5.99
54,10.6,125.06,56.03,620,460,south,89.85,5.03
55,10.8,129.13,58.48,640,444,south,91.84,4.75
56,11,131.86,59.57,612,372,east,93.52,2.93
57,11.2,135.28,61.3,580,520,east,95.5,3.83
58,11.4,138.05,64.76,560,628,east,96.2,4.44
59,11.6,140.9,69.87,580,492,east,96.45,5.85
60,11.8,141.76,76.97,624,524,east,94.49,7.15
61,12,142.69,84.07,588,540,east,93.09,7.16
62,12.2,142.28,92.06,604,608,east,90.75,8
63,12.4,140.47,99.96,620,600,east,87.59,8.11
64,12.6,137.21,107.61,708,624,east,83.58,8.31
65,12.8,132.47,114.87,704,740,east,78.72,8.68
66,13,127.68,121.86,744,688,east,74.36,8.47
67,13.2,122.1,128.57,696,728,north,69.9,8.73
68,13.4,116.39,133.71,696,648,north,65.53,7.68
69,13.6,109.88,138.77,704,704,north,61.01,8.25
70,13.8,103.29,143.23,676,660,north,56.97,7.96
71,14,95.14,147.08,668,688,north,52.06,9.02
72,14.2,87.68,150.62,632,660,north,48.33,8.26
73,14.4,80.19,153.83,628,588,north,45.44,8.15
74,14.6,73.44,155.89,664,540,north,43.02,7.06
75,14.8,66.73,156.77,624,576,north,40.4,6.77
76,15,60.86,155.48,584,520,north,36.98,6.01
77,15.2,54.27,153.74,596,572,west,33.51,6.81
78,15.4,48.53,149.55,584,556,west,28.55,7.11
79,15.6,41.99,144.69,580,540,west,23.75,8.15
80,15.8,36.08,139.47,588,592,west,19.9,7.88
81,16,29.19,135.01,584,596,west,19.5,8.21
82,16.2,22.87,130.95,608,632,west,21.4,7.52
83,16.4,15.48,125.73,560,576,w ext,25.35,9.05
84,16.6,8.6,119.82,476,548,w ext,30.67,9.07
85,16.8,4.99,115.08,412,416,w ext,33.88,5.96
86,17,3.97,110.97,432,396,w ext,34.97,4.23
87,17.2,3.71,104.65,424,448,w ext,36.13,6.32
88,17.4,5.15,97.28,412,372,w ext,36.81,7.51
89,17.6,8.39,91.19,420,384,w ext,36.74,6.9
90,17.8,12.54,86.44,436,384,w ext,35.91,6.3
91,18,16.81,84.9,428,416,west,33.71,4.54
92,18.2,20.31,86.24,476,360,west,30.28,3.75
93,18.4,25.41,86.75,556,456,west,26.6,5.12
94,18.6,32.08,88.29,576,548,west,21.47,6.85
95,18.8,38.59,89.72,652,516,west,17.45,6.66
96,19,47.28,91.2,608,644,west,14.78,8.81
97,19.2,54.97,94.04,644,652,west,13.55,8.2
98,19.4,62.45,96.65,668,672,west,15.63,7.92
99,19.6,69.03,99.78,660,600,west,18.94,7.28
100,19.8,75.49,103.44,696,580,west,23.17,7.42
101,20,81.15,106.98,760,560,west,27.91,6.68
102,20.2,86.78,110.46,768,592,west,33.06,6.62
103,20.4,93.82,113.31,780,676,north,40.06,7.6
104,20.6,99.48,114.84,764,592,north,45.74,5.86
105,20.8,106.58,115.84,752,676,north,52.87,7.17
106,21,111.58,116.13,752,568,east,57.87,5
107,21.2,116.58,115.76,676,524,east,62.85,5.01
108,21.4,120.88,115.37,632,420,east,67.14,4.32
109,21.6,124.47,114.93,600,352,east,70.73,3.62
110,21.8,126.65,115.11,576,416,east,72.91,2.19
111,22,129.64,116.86,656,488,east,75.95,3.46
112,22.2,131.26,120.02,624,448,east,77.76,3.56
113,22.4,132.22,123.92,588,476,east,79.11,4.02
114,22.6,132.5,128.55,680,460,east,80.1,4.63
115,22.8,130.57,133.61,660,524,east,79.25,5.41
116,23,127.91,139.28,664,556,north,78.16,6.27
117,23.2,124.45,144.79,648,544,north,76.77,6.51
118,23.4,120.21,150.94,692,596,north,75.52,7.47
119,23.6,115.84,155.57,648,548,north,74.05,6.37
120,23.8,109.81,159.24,640,640,north,71.03,7.05
121,24,102.15,161.35,616,640,north,66.28,7.95
122,24.2,93.71,163.02,616,608,north,61.29,8.6
123,24.4,85.28,165.25,612,612,north,57.59,8.71
124,24.6,76.88,167.27,628,624,north,54.47,8.65
125,24.8,68.46,169.93,592,620,north,53.17,8.82
126,25,60.83,172.25,556,508,north,53.05,7.98
127,25.2,54.02,173.2,436,512,north,52.66,6.87
128,25.4,48.93,170.59,408,468,west,49.55,5.72
129,25.6,46.17,166.49,456,432,west,45.32,4.95
130,25.8,43.49,160.7,512,504,west,39.57,6.37
131,26,42.43,151.95,516,508,west,30.91,8.82
132,26.2,41.29,143.22,596,536,west,22.35,8.8
133,26.4,40.07,134.47,568,644,west,13.91,8.83
134,26.6,37.93,127.42,660,596,west,8.35,7.37
135,26.8,34.13,119.51,620,704,west,5.73,8.77
136,27,30.95,112.02,648,524,west,8,8.14
137,27.2,27.61,104.18,580,516,west,13.56,8.53
138,27.4,26.64,97.84,540,536,west,17.78,6.41
139,27.6,27.23,90.59,496,484,west,22.44,7.28
140,27.8,29.47,84.44,492,452,west,26.13,6.54
141,28,31.68,78.41,564,432,west,30.44,6.42
142,28.2,33.07,73.25,548,360,west,34.82,5.35
143,28.4,33.6,67.94,528,348,west,39.78,5.33
144,28.6,35.01,63.73,456,504,west,43.56,4.43
145,28.8,38.9,60.19,496,456,west,46.29,5.26
146,29,44.46,58.08,552,488,west,47.94,5.95
147,29.2,49.14,55.83,564,420,west,50.19,5.19
148,29.4,56.11,53.37,592,524,south,53.33,7.39
149,29.6,62.2,50.71,604,572,south,57.11,6.64
150,29.8,68.11,45.5,612,600,south,63.69,7.88
151,30,74,41.05,604,632,south,69.82,7.39
152,30.2,78.31,35.26,604,576,south,76.78,7.21
153,30.4,81.91,30.88,564,464,south,82.21,5.67
154,30.6,84.06,27.84,588,480,south,85.86,3.72
155,30.8,83.84,21.63,556,624,south,91.49,6.22
156,31,81.44,18.4,556,504,s ext,93.64,4.02
157,31.2,76.74,16.31,508,376,s ext,94.13,5.15
158,31.4,72.15,17.75,520,372,s ext,91.49,4.81
159,31.6,68.48,22.12,512,432,south,86.39,5.7
160,31.8,64.86,27.3,520,448,south,80.56,6.32
161,32,61.28,33.3,560,472,south,74,6.98
162,32.2,59.35,40.59,572,524,south,66.48,7.55
163,32.4,59.02,49.06,592,564,south,58.1,8.48
164,32.6,57.85,57.13,616,640,south,49.96,8.15
165,32.8,55.87,65.73,640,608,west,41.14,8.82
166,33,53.84,74.27,656,616,west,32.36,8.78
167,33.2,52.51,82.09,648,584,west,24.44,7.93
168,33.4,51.89,90.74,664,576,west,15.83,8.67
169,33.6,51.96,99.34,672,584,west,7.5,8.6
170,33.8,52.71,106.3,572,572,west,1.93,7
171,34,53.42,110.11,616,572,west,0.38,3.88
172,34.2,51.14,112.51,628,428,platform,0,3.31
173,34.4,48.86,113.4,628,272,platform,0,2.45
174,34.6,48.11,112.66,648,292,platform,0,1.06
175,34.8,48.11,112.66,632,336,platform,0,0
176,35,48.12,111.88,652,284,platform,0,0.79
177,35.2,47.37,111.12,660,144,platform,0,1.07
178,35.4,48.12,111.88,608,180,platform,0,1.07
179,35.6,48.12,111.88,616,240,platform,0,0
180,35.8,48.12,111.88,624,136,platform,0,0
181,36,47.35,112.7,676,116,platform,0,1.13
