Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00026.trk,,,,,,,
Object,0,,,,,,,
Samples,96,,,,,,,
id,49,,,,,,,
trial,2,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:19.200,dd:HH:mm:ss,,,,,,
23,4.4,82.32,21.31,580,480,south,91.23,1.8
24,4.6,84.6,21.78,540,432,south,91.64,2.33
25,4.8,88.4,23.34,572,440,south,91.75,4.11
26,5,91.44,26.41,588,336,south,90.37,4.32
27,5.2,94.44,30.18,580,432,south,88.54,4.82
28,5.4,97.39,34.62,636,400,south,86.36,5.33
29,5.6,99.58,39.66,700,408,south,83.41,5.5
30,5.8,101.72,42.94,640,444,south,82.04,3.92
31,6,102.44,47.69,648,608,south,78.79,4.81
32,6.2,101.05,53.09,748,612,south,73.82,5.57
33,6.4,98.97,59.83,816,820,south,67.48,7.06
34,6.6,94.77,66.3,768,864,south,59.95,7.71
35,6.8,89.86,71.81,768,704,south,52.58,7.39
36,7,84.2,77.15,784,696,south,44.8,7.78
37,7.2,79.92,80.4,812,524,south,39.47,5.37
38,7.4,74.16,84.25,804,696,west,32.68,6.93
39,7.6,69.07,86.76,812,584,west,27.42,5.67
40,7.8,64.65,87.14,736,748,west,24.5,4.43
41,8,60.93,86.83,704,544,west,22.72,3.74
42,8.2,58.66,85.1,704,504,west,23.22,2.86
43,8.4,56.34,82.53,664,736,west,24.84,3.45
44,8.6,57.03,78.7,712,504,west,28.71,3.89
45,8.8,59.21,74.3,748,444,west,33.54,4.91
46,9,62.87,69.39,732,560,south,39.37,6.13
47,9.2,67.28,65.44,724,544,south,44.69,5.92
48,9.4,72.4,61.63,764,520,south,50.33,6.38
49,9.6,76.79,60.01,704,684,south,53.88,4.68
50,9.8,81.89,59.19,704,512,south,57.32,5.16
51,10,88.38,59.92,744,608,south,60.44,6.53
52,10.2,92.64,59.52,732,460,south,63.44,4.28
53,10.4,98.27,59.81,700,664,south,67.01,5.64
54,10.6,102.45,61.38,700,528,south,68.9,4.47
55,10.8,107.28,64.29,704,500,south,70.66,5.64
56,11,111.39,67.09,764,492,south,72.3,4.97
57,11.2,114.8,69.84,664,516,south,73.62,4.38
58,11.4,117.53,73.32,676,540,south,74.11,4.42
59,11.6,119.59,77.55,672,588,east,73.92,4.71
60,11.8,119.61,83.31,704,688,east,71.56,5.76
61,12,118.27,88.34,744,656,east,68.53,5.21
62,12.2,114.84,94.69,780,756,east,63.43,7.21
63,12.4,110,100.16,820,728,east,57.52,7.31
64,12.6,105.12,105.5,816,628,east,51.81,7.24
65,12.8,100.19,111.46,876,764,north,46.43,7.73
66,13,95.22,116.75,852,696,north,41.56,7.27
67,13.2,90.19,121.44,852,768,north,37.21,6.87
68,13.4,84.43,124.18,804,752,north,32.18,6.38
69,13.6,79.37,125.66,764,704,west,27.82,5.27
70,13.8,75.08,124.41,736,652,west,23.37,4.47
71,14,70.11,121.1,720,616,west,17.57,5.97
72,14.2,66.61,115.54,736,624,west,12.97,6.57
73,14.4,63.81,109.12,776,616,west,10.48,7.01
74,14.6,60.21,101.78,776,672,west,10.49,8.18
75,14.8,57.23,94.92,716,636,west,13.91,7.47
76,15,52.65,90.01,716,560,west,16.68,6.72
77,15.2,47.91,83.97,700,512,west,22.02,7.68
78,15.4,43.87,80.17,736,484,west,25.89,5.54
79,15.6,40.61,78.01,632,576,west,28.42,3.92
80,15.8,36.5,76.5,604,444,west,30.76,4.37
81,16,33.33,78.66,620,528,west,29.6,3.84
82,16.2,31.88,82.93,608,468,west,26.26,4.51
83,16.4,32.14,90.07,628,484,west,19.96,7.15
84,16.6,34.78,98.07,684,520,west,11.95,8.43
85,16.8,37.27,104.91,656,476,west,5.1,7.28
86,17,38.09,109.92,584,456,west,1.67,5.08
87,17.2,41.21,112.24,568,368,platform,0,3.89
88,17.4,41.98,112.2,612,236,platform,0,0.78
89,17.6,42.75,112.96,652,248,platform,0,1.09
90,17.8,43.52,113.72,660,264,platform,0,1.08
91,18,44.28,113.68,644,256,platform,0,0.77
92,18.2,45.06,112.83,648,260,platform,0,1.15
93,18.4,45.06,112.83,648,152,platform,0,0
94,18.6,45.06,112.83,660,196,platform,0,0
95,18.8,45.06,112.83,660,256,platform,0,0
96,19,45.82,112.79,672,228,platform,0,0.77
