Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00008.trk
Object,0
Samples,450
rat,104,
trial,4,
date,2007-12-15 11:42:03.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
97,19.20,87.89,7.69,368.00,s ext,6.97,105.94
98,19.40,93.96,8.65,408.00,s ext,6.15,107.42
99,19.60,100.68,11.11,376.00,s ext,7.16,108.22
100,19.80,106.51,12.12,388.00,s ext,5.91,110.24
101,20.00,111.52,13.69,400.00,s ext,5.25,111.61
102,20.20,117.14,16.66,388.00,s ext,6.36,112.33
103,20.40,121.28,19.51,380.00,s ext,5.03,112.54
104,20.60,125.33,24.79,420.00,s ext,6.65,111.10
105,20.80,128.67,30.01,412.00,south,6.19,109.57
106,21.00,131.31,35.27,452.00,south,5.88,107.82
107,21.20,133.30,38.94,344.00,south,4.17,106.88
108,21.40,133.95,42.10,288.00,south,3.24,105.35
109,21.60,133.92,46.25,360.00,south,4.15,102.78
110,21.80,133.90,51.16,436.00,south,4.91,99.88
111,22.00,133.22,57.73,476.00,east,6.61,95.67
112,22.20,131.87,65.04,532.00,east,7.44,90.67
113,22.40,129.87,72.99,540.00,east,8.20,85.15
114,22.60,128.58,81.37,552.00,east,8.48,80.61
115,22.80,126.62,89.57,552.00,east,8.44,76.13
116,23.00,124.68,97.58,584.00,east,8.24,72.42
117,23.20,122.76,106.17,552.00,east,8.79,69.27
118,23.40,122.30,114.76,540.00,east,8.61,68.55
119,23.60,121.88,123.42,552.00,east,8.66,68.79
120,23.80,121.49,131.44,516.00,north,8.04,69.90
121,24.00,122.69,140.63,512.00,north,9.26,73.64
122,24.20,123.97,149.36,508.00,north,8.82,78.17
123,24.40,126.22,159.45,436.00,north,10.35,84.93
124,24.60,126.88,167.89,392.00,north,8.46,90.01
125,24.80,128.45,176.90,424.00,north,9.14,96.52
126,25.00,129.20,185.09,388.00,north,8.22,102.27
127,25.20,128.96,191.35,304.00,n ext,6.27,106.29
128,25.40,127.85,197.46,248.00,n ext,6.20,109.78
129,25.60,128.23,201.38,268.00,n ext,3.94,112.88
130,25.80,128.72,206.38,120.00,n ext,5.03,116.92
131,26.00,129.62,206.73,172.00,n ext,0.97,117.78
132,26.20,131.54,208.47,132.00,n ext,2.59,120.36
133,26.40,135.09,208.97,144.00,n ext,3.58,123.11
134,26.60,141.98,208.11,160.00,n ext,6.94,127.29
135,26.80,146.09,206.12,252.00,n ext,4.56,128.89
136,27.00,150.68,201.51,228.00,n ext,6.50,129.26
137,27.20,154.28,196.50,280.00,n ext,6.17,128.94
138,27.40,156.77,190.03,284.00,n ext,6.93,127.17
139,27.60,159.23,183.59,340.00,n ext,6.90,125.71
140,27.80,160.46,174.75,332.00,north,8.93,122.25
141,28.00,161.71,165.97,324.00,east,8.87,119.40
142,28.20,163.83,157.52,384.00,east,8.71,118.09
143,28.40,166.08,149.94,376.00,east,7.90,117.78
144,28.60,167.47,141.99,376.00,east,8.08,117.09
145,28.80,167.20,133.55,396.00,east,8.44,115.14
146,29.00,165.36,124.89,392.00,east,8.85,112.15
147,29.20,162.85,116.36,368.00,east,8.90,109.13
148,29.40,159.57,106.27,428.00,east,10.60,105.98
149,29.60,155.84,97.47,476.00,east,9.56,103.15
150,29.80,151.60,89.11,508.00,east,9.38,100.48
151,30.00,146.84,80.39,480.00,east,9.93,98.15
152,30.20,143.06,72.75,480.00,east,8.53,97.26
153,30.40,138.06,65.56,476.00,east,8.76,95.83
154,30.60,133.22,60.11,512.00,east,7.29,94.38
155,30.80,127.11,54.91,516.00,south,8.02,92.16
156,31.00,122.38,50.18,456.00,south,6.69,91.28
157,31.20,119.00,46.71,408.00,south,4.84,91.01
158,31.40,117.66,42.89,496.00,south,4.04,92.68
159,31.60,117.00,39.74,508.00,south,3.22,94.46
160,31.80,116.34,35.73,432.00,south,4.07,96.95
161,32.00,114.98,32.56,472.00,south,3.45,98.45
162,32.20,112.21,31.15,484.00,south,3.10,97.79
163,32.40,108.02,28.88,532.00,south,4.77,97.08
164,32.60,101.61,26.35,512.00,south,6.89,95.59
165,32.80,95.78,23.39,564.00,south,6.54,95.09
166,33.00,89.77,19.10,564.00,s ext,7.38,96.18
167,33.20,84.37,15.39,492.00,s ext,6.55,97.49
168,33.40,77.09,7.95,344.00,s ext,10.41,102.24
169,33.60,74.64,6.26,292.00,s ext,2.98,103.25
170,33.80,73.03,5.75,228.00,s ext,1.69,103.36
171,34.00,69.91,6.64,284.00,s ext,3.25,101.82
172,34.20,66.77,7.46,332.00,s ext,3.25,100.41
173,34.40,63.74,10.19,376.00,s ext,4.08,97.18
174,34.60,59.27,15.17,368.00,s ext,6.69,91.59
175,34.80,57.28,20.99,408.00,s ext,6.16,85.56
176,35.00,54.65,29.26,368.00,south,8.67,77.07
177,35.20,52.76,36.74,388.00,south,7.72,69.45
178,35.40,50.90,45.02,404.00,south,8.49,61.07
179,35.60,48.23,53.86,416.00,west,9.23,52.13
180,35.80,46.28,61.99,452.00,west,8.37,44.00
181,36.00,44.31,70.97,420.00,west,9.19,35.07
182,36.20,43.10,80.91,452.00,west,10.01,25.22
183,36.40,41.76,89.13,448.00,west,8.34,17.28
184,36.60,40.34,97.39,464.00,west,8.38,9.61
185,36.80,39.64,105.71,476.00,west,8.34,2.90
186,37.00,37.30,114.15,400.00,west,8.76,1.57
187,37.20,34.91,120.27,364.00,west,6.57,5.48
188,37.40,33.30,124.74,384.00,west,4.75,9.28
189,37.60,31.69,127.57,380.00,west,3.26,12.33
190,37.80,29.26,131.49,388.00,west,4.61,16.81
191,38.00,27.59,136.25,400.00,west,5.05,21.47
192,38.20,25.88,142.02,364.00,west,6.02,27.13
193,38.40,22.58,146.59,404.00,w ext,5.63,32.76
194,38.60,19.29,150.41,404.00,w ext,5.05,37.78
195,38.80,15.96,154.42,312.00,w ext,5.20,42.97
196,39.00,14.32,155.02,304.00,w ext,1.74,44.43
197,39.20,15.17,153.74,224.00,w ext,1.53,42.90
198,39.40,14.32,155.02,188.00,w ext,1.53,44.43
199,39.60,15.87,157.32,216.00,w ext,2.78,45.41
200,39.80,18.17,160.23,300.00,w ext,3.71,46.66
201,40.00,21.98,163.36,288.00,w ext,4.93,47.50
202,40.20,26.56,165.13,312.00,w ext,4.91,47.27
203,40.40,31.03,167.77,312.00,w ext,5.19,48.41
204,40.60,36.25,169.18,300.00,w ext,5.42,48.74
205,40.80,41.39,171.52,276.00,w ext,5.64,50.50
206,41.00,42.61,176.19,244.00,w ext,4.83,55.09
207,41.20,43.21,178.54,216.00,w ext,2.43,57.41
208,41.40,41.50,181.83,168.00,w ext,3.70,60.78
209,41.60,41.50,181.83,224.00,w ext,0.00,60.78
210,41.80,40.61,183.96,200.00,w ext,2.30,62.96
211,42.00,41.33,184.53,160.00,w ext,0.92,63.49
212,42.20,45.08,184.77,156.00,n ext,3.76,63.59
213,42.40,48.88,184.21,212.00,n ext,3.84,63.14
214,42.60,53.51,182.65,232.00,n ext,4.88,61.99
215,42.80,60.47,179.84,280.00,north,7.51,60.33
216,43.00,65.92,176.96,304.00,north,6.16,59.00
217,43.20,73.67,173.27,344.00,north,8.59,58.29
218,43.40,79.86,170.26,396.00,north,6.88,58.57
219,43.60,86.04,166.03,392.00,north,7.49,58.67
220,43.80,92.17,161.39,404.00,north,7.69,59.05
221,44.00,98.23,156.31,388.00,north,7.90,60.04
222,44.20,104.23,152.29,376.00,north,7.22,62.51
223,44.40,110.94,148.59,424.00,north,7.67,66.26
224,44.60,116.86,144.95,468.00,north,6.94,69.87
225,44.80,123.45,140.76,464.00,north,7.82,74.41
226,45.00,128.48,136.31,452.00,north,6.72,77.88
227,45.20,133.47,131.79,468.00,east,6.73,81.70
228,45.40,139.19,127.27,452.00,east,7.29,86.48
229,45.60,144.89,122.55,444.00,east,7.40,91.55
230,45.80,149.80,117.45,468.00,east,7.08,96.11
231,46.00,155.54,112.97,452.00,east,7.28,101.77
232,46.20,162.23,109.99,468.00,east,7.33,108.49
233,46.40,169.88,107.69,408.00,east,7.99,116.21
234,46.60,176.14,106.04,440.00,east,6.47,122.53
235,46.80,183.32,104.23,420.00,e ext,7.41,129.81
236,47.00,190.65,102.19,344.00,e ext,7.60,137.26
237,47.20,194.95,102.21,268.00,e ext,4.30,141.54
238,47.40,195.67,101.07,172.00,e ext,1.35,142.35
239,47.60,196.96,97.58,88.00,e ext,3.72,143.95
240,47.80,195.53,93.00,104.00,e ext,4.80,143.07
241,48.00,193.16,87.43,188.00,e ext,6.05,141.61
242,48.20,190.06,82.12,264.00,e ext,6.15,139.55
243,48.40,185.16,74.08,312.00,e ext,9.42,136.68
244,48.60,178.99,66.92,296.00,e ext,9.46,132.91
245,48.80,173.20,61.30,324.00,e ext,8.06,129.49
246,49.00,167.72,57.04,352.00,e ext,6.94,126.18
247,49.20,161.70,52.36,400.00,e ext,7.62,122.90
248,49.40,155.20,48.20,376.00,east,7.71,119.33
249,49.60,148.91,44.20,364.00,east,7.46,116.21
250,49.80,142.07,42.20,356.00,east,7.12,111.74
251,50.00,135.99,40.70,376.00,south,6.27,107.82
252,50.20,127.88,40.29,404.00,south,8.12,101.90
253,50.40,119.73,40.18,404.00,south,8.15,96.06
254,50.60,112.18,41.04,456.00,south,7.60,90.22
255,50.80,105.23,42.95,536.00,south,7.21,84.22
256,51.00,98.21,45.22,516.00,south,7.38,78.10
257,51.20,90.42,50.15,540.00,south,9.22,69.57
258,51.40,83.98,54.08,512.00,south,7.54,62.73
259,51.60,76.72,56.90,536.00,south,7.78,56.55
260,51.80,68.59,58.60,468.00,south,8.32,51.50
261,52.00,60.22,58.49,488.00,south,8.37,49.09
262,52.20,53.23,58.54,456.00,south,6.99,47.80
263,52.40,47.62,57.16,432.00,west,5.78,48.83
264,52.60,42.66,54.96,400.00,west,5.43,51.13
265,52.80,38.36,51.93,372.00,west,5.25,54.55
266,53.00,33.90,47.77,364.00,west,6.11,59.38
267,53.20,30.27,44.66,424.00,west,4.78,63.20
268,53.40,24.58,38.69,412.00,w ext,8.24,70.36
269,53.60,19.82,34.82,332.00,w ext,6.14,75.46
270,53.80,17.16,34.77,340.00,w ext,2.66,76.38
271,54.00,14.59,35.82,360.00,w ext,2.77,76.33
272,54.20,12.35,40.20,344.00,w ext,4.91,73.23
273,54.40,11.15,46.07,380.00,w ext,5.99,68.53
274,54.60,8.26,53.57,320.00,w ext,8.04,63.57
275,54.80,7.09,60.67,336.00,w ext,7.19,58.47
276,55.00,5.14,69.78,308.00,w ext,9.32,52.66
277,55.20,5.94,80.52,336.00,w ext,10.76,44.76
278,55.40,6.48,88.97,308.00,w ext,8.47,39.52
279,55.60,7.82,97.35,284.00,w ext,8.48,34.32
280,55.80,10.79,105.49,320.00,w ext,8.67,29.02
281,56.00,13.61,113.29,340.00,w ext,8.29,25.26
282,56.20,17.11,120.68,372.00,west,8.17,22.45
283,56.40,21.26,126.64,380.00,west,7.27,20.44
284,56.60,27.67,131.80,364.00,west,8.22,18.15
285,56.80,33.13,134.18,356.00,west,5.96,16.64
286,57.00,37.71,136.60,308.00,west,5.18,16.64
287,57.20,41.47,138.28,312.00,west,4.12,17.41
288,57.40,45.16,140.73,312.00,west,4.43,19.56
289,57.60,50.27,143.62,392.00,west,5.88,22.84
290,57.80,55.38,145.71,452.00,west,5.51,26.03
291,58.00,61.90,148.36,436.00,west,7.04,30.74
292,58.20,69.19,150.32,464.00,north,7.55,36.02
293,58.40,76.53,151.82,468.00,north,7.49,41.59
294,58.60,83.91,154.44,428.00,north,7.83,48.33
295,58.80,92.16,157.51,432.00,north,8.81,56.30
296,59.00,99.06,161.04,440.00,north,7.75,63.76
297,59.20,106.19,166.67,436.00,north,9.09,72.82
298,59.40,111.99,172.62,412.00,north,8.31,81.11
299,59.60,118.02,179.10,384.00,north,8.85,89.94
300,59.80,124.39,187.10,348.00,north,10.22,100.04
301,60.00,130.11,194.54,300.00,n ext,9.39,109.32
302,60.20,136.34,204.61,208.00,n ext,11.84,120.83
303,60.40,138.78,210.59,132.00,n ext,6.46,126.83
304,60.60,138.78,210.59,148.00,n ext,0.00,126.83
305,60.80,138.91,211.64,68.00,n ext,1.06,127.68
306,61.00,-,-,-,-,-,-
307,61.20,-,-,-,-,-,-
308,61.40,-,-,-,-,-,-
309,61.60,151.12,204.66,172.00,n ext,-,131.65
310,61.80,152.87,198.71,272.00,n ext,6.21,129.19
311,62.00,154.46,191.79,272.00,n ext,7.09,126.29
312,62.20,154.85,182.55,348.00,n ext,9.25,121.46
313,62.40,155.27,173.49,352.00,north,9.07,117.10
314,62.60,153.87,163.01,316.00,north,10.57,111.05
315,62.80,153.46,153.13,352.00,east,9.88,106.83
316,63.00,153.03,142.57,344.00,east,10.57,103.21
317,63.20,153.60,133.25,424.00,east,9.34,101.70
318,63.40,155.89,125.08,420.00,east,8.49,102.75
319,63.60,157.49,117.51,356.00,east,7.75,103.81
320,63.80,159.19,110.66,376.00,east,7.05,105.43
321,64.00,161.51,101.88,368.00,east,9.09,108.25
322,64.20,161.56,92.88,384.00,east,9.00,109.54
323,64.40,160.15,83.09,436.00,east,9.89,110.19
324,64.60,158.15,73.52,380.00,east,9.77,111.06
325,64.80,155.57,63.38,400.00,east,10.46,112.49
326,65.00,153.91,54.05,384.00,east,9.48,115.25
327,65.20,153.75,44.20,368.00,east,9.85,120.26
328,65.40,153.00,35.36,340.00,e ext,8.86,124.60
329,65.60,153.01,26.07,332.00,e ext,9.30,130.26
330,65.80,152.40,16.90,268.00,e ext,9.19,135.78
331,66.00,150.43,13.18,236.00,s ext,4.21,136.88
332,66.20,145.74,12.77,248.00,s ext,4.71,133.83
333,66.40,139.71,12.78,280.00,s ext,6.03,129.65
334,66.60,134.30,14.03,316.00,s ext,5.55,125.10
335,66.80,127.51,14.41,364.00,s ext,6.80,120.42
336,67.00,119.93,15.29,384.00,s ext,7.63,115.08
337,67.20,112.23,16.35,352.00,s ext,7.77,109.79
338,67.40,105.12,17.59,344.00,s ext,7.22,104.85
339,67.60,97.14,18.18,380.00,s ext,8.00,100.31
340,67.80,90.47,17.40,500.00,s ext,6.72,98.01
341,68.00,83.64,16.15,500.00,s ext,6.94,96.51
342,68.20,75.86,14.21,420.00,s ext,8.02,95.89
343,68.40,67.78,10.70,348.00,s ext,8.80,97.41
344,68.60,60.42,8.90,316.00,s ext,7.58,97.95
345,68.80,53.89,9.11,312.00,s ext,6.53,97.09
346,69.00,49.18,11.93,304.00,s ext,5.50,94.07
347,69.20,45.48,17.12,308.00,s ext,6.37,88.88
348,69.40,41.78,22.29,348.00,s ext,6.36,83.80
349,69.60,38.14,28.48,372.00,s ext,7.17,77.88
350,69.80,35.45,36.03,412.00,south,8.02,70.70
351,70.00,32.72,43.60,416.00,west,8.05,63.70
352,70.20,30.97,53.43,424.00,west,9.98,54.49
353,70.40,28.28,63.03,436.00,west,9.97,46.02
354,70.60,25.41,70.86,416.00,west,8.34,39.94
355,70.80,20.81,79.59,396.00,west,9.86,35.09
356,71.00,16.86,85.88,388.00,west,7.43,32.99
357,71.20,13.78,93.53,412.00,w ext,8.25,30.92
358,71.40,8.93,102.49,356.00,w ext,10.18,31.53
359,71.60,4.81,109.86,344.00,w ext,8.45,34.22
360,71.80,3.19,114.19,312.00,w ext,4.62,35.67
361,72.00,2.50,120.62,248.00,w ext,6.46,36.82
362,72.20,3.52,126.79,260.00,w ext,6.25,37.06
363,72.40,5.34,133.71,316.00,w ext,7.16,37.83
364,72.60,8.76,142.03,288.00,w ext,8.99,39.30
365,72.80,12.02,148.01,316.00,w ext,6.81,40.67
366,73.00,16.77,154.12,324.00,w ext,7.74,42.26
367,73.20,20.62,158.34,292.00,w ext,5.71,43.77
368,73.40,26.65,163.29,248.00,w ext,7.81,45.52
369,73.60,31.12,165.97,304.00,w ext,5.21,46.64
370,73.80,37.03,168.88,296.00,w ext,6.58,48.33
371,74.00,40.51,173.56,220.00,w ext,5.83,52.61
372,74.20,40.96,178.57,244.00,w ext,5.03,57.56
373,74.40,41.39,183.63,244.00,w ext,5.08,62.58
374,74.60,41.21,186.35,232.00,n ext,2.73,65.31
375,74.80,42.53,189.34,136.00,n ext,3.27,68.23
376,75.00,46.23,190.49,96.00,n ext,3.88,69.32
377,75.20,50.94,187.85,188.00,n ext,5.40,66.91
378,75.40,54.81,186.57,256.00,n ext,4.08,66.03
379,75.60,61.08,183.10,272.00,n ext,7.17,63.64
380,75.80,67.39,178.36,264.00,north,7.89,60.76
381,76.00,72.14,173.46,304.00,north,6.82,57.83
382,76.20,76.86,168.08,336.00,north,7.16,55.15
383,76.40,80.78,161.48,360.00,north,7.68,51.85
384,76.60,84.62,156.70,388.00,north,6.13,50.50
385,76.80,88.43,150.62,388.00,north,7.17,48.89
386,77.00,91.44,143.29,420.00,north,7.92,46.89
387,77.20,93.68,136.16,504.00,north,7.48,45.16
388,77.40,95.16,128.46,496.00,north,7.84,43.68
389,77.60,95.90,120.88,512.00,north,7.62,42.73
390,77.80,95.95,113.37,560.00,north,7.51,42.18
391,78.00,94.59,105.87,556.00,west,7.62,41.33
392,78.20,92.55,98.36,528.00,south,7.78,40.96
393,78.40,89.80,90.76,564.00,south,8.08,41.39
394,78.60,87.73,83.04,512.00,south,7.99,43.77
395,78.80,85.62,77.26,532.00,south,6.16,45.76
396,79.00,83.45,69.84,536.00,south,7.72,49.62
397,79.20,79.76,62.72,500.00,south,8.02,53.20
398,79.40,77.46,57.02,584.00,south,6.15,56.81
399,79.60,72.76,48.19,536.00,south,10.00,62.71
400,79.80,69.43,40.80,500.00,south,8.11,68.57
401,80.00,65.92,32.07,512.00,south,9.41,76.11
402,80.20,63.08,24.00,492.00,south,8.56,83.47
403,80.40,60.10,15.49,464.00,s ext,9.02,91.39
404,80.60,57.89,7.87,316.00,s ext,7.93,98.67
405,80.80,57.56,3.80,216.00,s ext,4.09,102.69
406,81.00,59.09,2.46,152.00,s ext,2.03,104.18
407,81.20,63.23,3.18,88.00,s ext,4.20,104.02
408,81.40,67.32,3.76,108.00,s ext,4.13,104.14
409,81.60,69.78,4.65,176.00,s ext,2.62,103.74
410,81.80,73.89,6.99,272.00,s ext,4.73,102.36
411,82.00,80.25,8.82,380.00,s ext,6.61,102.33
412,82.20,87.19,9.45,336.00,s ext,6.97,104.05
413,82.40,93.99,9.59,336.00,s ext,6.80,106.58
414,82.60,99.18,9.16,316.00,s ext,5.21,109.24
415,82.80,102.83,7.45,272.00,s ext,4.03,112.46
416,83.00,107.19,7.44,252.00,s ext,4.37,114.60
417,83.20,112.22,8.08,300.00,s ext,5.07,116.69
418,83.40,117.18,8.40,296.00,s ext,4.97,119.15
419,83.60,122.06,9.34,308.00,s ext,4.97,121.14
420,83.80,126.88,9.99,316.00,s ext,4.86,123.50
421,84.00,131.65,10.35,312.00,s ext,4.78,126.19
422,84.20,135.03,10.98,256.00,s ext,3.43,127.88
423,84.40,138.39,11.48,220.00,s ext,3.40,129.72
424,84.60,141.70,13.76,272.00,s ext,4.02,130.31
425,84.80,145.68,16.56,280.00,s ext,4.87,131.12
426,85.00,148.31,20.89,256.00,s ext,5.06,130.07
427,85.20,151.66,23.92,300.00,e ext,4.52,130.60
428,85.40,155.06,26.94,268.00,e ext,4.54,131.31
429,85.60,157.81,29.37,272.00,e ext,3.67,132.02
430,85.80,161.32,33.41,276.00,e ext,5.35,132.53
431,86.00,163.49,37.23,276.00,e ext,4.40,132.22
432,86.20,165.77,43.07,284.00,e ext,6.26,131.03
433,86.40,167.38,48.31,248.00,e ext,5.49,129.82
434,86.60,168.25,51.94,264.00,e ext,3.72,128.90
435,86.80,169.14,55.58,236.00,e ext,3.75,128.09
436,87.00,170.02,58.27,236.00,e ext,2.83,127.76
437,87.20,170.22,62.18,232.00,e ext,3.91,126.40
438,87.40,171.07,63.92,252.00,e ext,1.94,126.53
439,87.60,170.55,68.02,248.00,e ext,4.13,124.59
440,87.80,170.16,74.00,300.00,east,5.99,122.31
441,88.00,169.04,80.02,356.00,east,6.12,119.57
442,88.20,167.93,85.90,360.00,east,5.99,117.12
443,88.40,166.92,92.60,424.00,east,6.77,114.86
444,88.60,165.30,101.01,416.00,east,8.56,112.11
445,88.80,164.59,110.16,404.00,east,9.18,110.85
446,89.00,163.94,119.21,404.00,east,9.07,110.32
447,89.20,163.34,128.18,408.00,east,8.99,110.51
448,89.40,164.34,136.57,340.00,east,8.46,112.89
449,89.60,166.03,143.44,364.00,east,7.08,116.02
450,89.80,170.14,149.35,288.00,east,7.20,121.51
