Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00004.trk
Object,0
Samples,151
rat,88,
trial,4,
date,2007-12-15 11:34:26.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
76,15.00,75.24,145.22,508.00,north,6.82,35.68
77,15.20,67.22,143.82,492.00,west,8.14,29.59
78,15.40,59.87,144.14,532.00,west,7.36,26.05
79,15.60,52.42,145.52,460.00,west,7.57,25.08
80,15.80,45.65,147.04,440.00,west,6.94,25.87
81,16.00,40.32,148.40,404.00,west,5.50,27.60
82,16.20,35.81,147.13,424.00,west,4.69,27.24
83,16.40,31.33,143.21,448.00,west,5.95,25.31
84,16.60,28.38,136.07,456.00,west,7.73,20.84
85,16.80,25.31,128.67,456.00,west,8.01,18.11
86,17.00,22.07,120.04,436.00,west,9.22,17.45
87,17.20,19.49,111.89,440.00,west,8.56,19.42
88,17.40,19.23,101.46,440.00,west,10.43,22.24
89,17.60,20.53,91.03,448.00,west,10.51,26.82
90,17.80,21.78,81.63,460.00,west,9.48,32.87
91,18.00,22.94,72.28,440.00,west,9.43,39.90
92,18.20,22.35,63.49,452.00,west,8.81,47.91
93,18.40,20.03,56.01,360.00,w ext,7.83,55.65
94,18.60,16.69,47.94,388.00,w ext,8.74,64.38
95,18.80,14.22,40.89,328.00,w ext,7.47,71.82
96,19.00,14.59,35.82,312.00,w ext,5.08,76.33
97,19.20,18.44,30.14,316.00,w ext,6.87,80.34
98,19.40,23.42,27.15,392.00,w ext,5.80,81.81
99,19.60,28.93,21.52,400.00,s ext,7.88,86.10
100,19.80,33.92,19.79,356.00,s ext,5.28,86.99
101,20.00,41.59,20.28,368.00,s ext,7.69,85.83
102,20.20,47.55,21.85,360.00,s ext,6.17,84.13
103,20.40,54.31,24.52,392.00,s ext,7.26,81.75
104,20.60,60.19,28.47,448.00,south,7.08,78.57
105,20.80,66.01,33.86,520.00,south,7.93,74.39
106,21.00,70.94,40.33,508.00,south,8.13,69.48
107,21.20,74.88,44.55,544.00,south,5.78,66.89
108,21.40,80.23,49.59,536.00,south,7.35,64.64
109,21.60,86.12,52.01,560.00,south,6.36,65.64
110,21.80,91.17,53.32,540.00,south,5.21,67.40
111,22.00,96.15,55.96,592.00,south,5.64,68.42
112,22.20,101.06,59.14,624.00,south,5.85,69.45
113,22.40,105.90,63.58,580.00,south,6.58,70.04
114,22.60,110.02,66.41,584.00,south,4.99,71.57
115,22.80,112.74,70.67,564.00,south,5.05,71.45
116,23.00,114.10,74.94,576.00,south,4.48,70.33
117,23.20,116.16,80.58,588.00,east,6.01,69.51
118,23.40,116.18,86.96,604.00,east,6.38,67.03
119,23.60,115.53,93.29,616.00,east,6.36,64.45
120,23.80,114.90,100.27,596.00,east,7.00,62.31
121,24.00,114.27,106.52,548.00,east,6.28,60.78
122,24.20,112.94,112.03,596.00,east,5.67,59.16
123,24.40,111.61,118.23,600.00,north,6.34,58.02
124,24.60,110.30,125.16,604.00,north,7.05,57.66
125,24.80,108.24,131.37,600.00,north,6.55,57.05
126,25.00,106.14,136.93,548.00,north,5.94,56.86
127,25.20,103.29,143.23,536.00,north,6.91,56.97
128,25.40,99.63,148.10,564.00,north,6.10,56.38
129,25.60,95.16,151.56,540.00,north,5.65,54.68
130,25.80,91.41,154.43,504.00,north,4.73,53.65
131,26.00,87.63,156.67,460.00,north,4.39,52.50
132,26.20,82.36,157.54,480.00,north,5.34,49.69
133,26.40,77.11,157.85,512.00,north,5.26,46.75
134,26.60,71.95,156.06,492.00,north,5.46,42.33
135,26.80,66.94,151.38,496.00,north,6.86,35.73
136,27.00,62.73,145.95,492.00,west,6.86,28.94
137,27.20,58.57,139.80,524.00,west,7.43,21.57
138,27.40,54.34,134.38,484.00,west,6.88,14.91
139,27.60,50.78,129.52,476.00,west,6.02,9.25
140,27.80,45.67,123.12,440.00,west,8.18,1.98
141,28.00,44.18,121.70,460.00,west,2.07,0.80
142,28.20,43.45,119.37,392.00,platform,2.44,0.00
143,28.40,44.22,119.29,420.00,platform,0.77,0.00
144,28.60,45.00,118.42,428.00,platform,1.17,0.00
145,28.80,44.98,119.22,412.00,platform,0.80,0.00
146,29.00,44.98,119.22,364.00,platform,0.00,0.00
147,29.20,45.01,117.62,428.00,platform,1.60,0.00
148,29.40,45.79,115.97,448.00,platform,1.83,0.00
149,29.60,45.04,114.43,496.00,platform,1.71,0.00
150,29.80,45.05,113.63,472.00,platform,0.80,0.00
151,30.00,44.28,113.68,468.00,platform,0.77,0.00
