Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00020.trk
Object,0
Samples,234
rat,90,
trial,4,
date,2007-12-15 12:10:18.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
73,14.40,32.78,188.45,100.00,w ext,5.71,68.30
74,14.60,36.49,189.37,104.00,w ext,3.82,68.74
75,14.80,40.13,191.29,88.00,n ext,4.12,70.30
76,15.00,46.78,193.84,60.00,n ext,7.12,72.68
77,15.20,49.06,193.85,172.00,n ext,2.28,72.77
78,15.40,55.89,195.08,188.00,n ext,6.93,74.61
79,15.60,63.59,196.58,188.00,n ext,7.84,77.35
80,15.80,69.85,198.05,176.00,n ext,6.43,80.32
81,16.00,75.44,198.20,128.00,n ext,5.59,82.13
82,16.20,-,-,-,-,-,-
83,16.40,-,-,-,-,-,-
84,16.60,-,-,-,-,-,-
85,16.80,-,-,-,-,-,-
86,17.00,-,-,-,-,-,-
87,17.20,-,-,-,-,-,-
88,17.40,118.13,203.71,212.00,n ext,-,108.09
89,17.60,125.75,202.39,228.00,n ext,7.73,111.96
90,17.80,132.29,199.12,256.00,n ext,7.31,114.08
91,18.00,137.67,193.75,256.00,n ext,7.60,114.35
92,18.20,142.21,189.13,276.00,n ext,6.48,114.88
93,18.40,145.81,184.19,296.00,north,6.11,114.83
94,18.60,148.24,176.99,320.00,north,7.59,112.89
95,18.80,148.80,168.25,376.00,north,8.76,108.90
96,19.00,148.55,159.38,380.00,north,8.87,104.69
97,19.20,148.26,149.83,412.00,east,9.56,100.82
98,19.40,146.37,139.22,452.00,east,10.77,95.92
99,19.60,143.24,130.37,484.00,east,9.39,90.99
100,19.80,137.99,120.82,492.00,east,10.89,84.52
101,20.00,132.39,113.36,516.00,east,9.33,78.63
102,20.20,125.64,107.02,500.00,east,9.26,72.07
103,20.40,118.42,101.75,540.00,east,8.93,65.52
104,20.60,110.68,97.41,548.00,east,8.87,58.74
105,20.80,103.04,93.85,576.00,south,8.44,52.33
106,21.00,94.70,90.92,536.00,south,8.84,45.68
107,21.20,86.30,87.85,624.00,south,8.95,39.92
108,21.40,77.05,85.19,516.00,west,9.63,34.08
109,21.60,68.31,83.02,512.00,west,9.00,29.96
110,21.80,58.61,82.01,544.00,west,9.76,26.06
111,22.00,49.41,81.71,488.00,west,9.21,24.35
112,22.20,40.70,80.59,512.00,west,8.78,25.87
113,22.40,30.93,80.11,440.00,west,9.78,29.21
114,22.60,22.48,78.88,420.00,west,8.54,34.69
115,22.80,17.22,77.09,384.00,west,5.56,39.24
116,23.00,12.43,71.23,312.00,w ext,7.56,46.80
117,23.20,11.13,65.83,328.00,w ext,5.56,51.92
118,23.40,10.78,61.61,296.00,w ext,4.24,55.53
119,23.60,14.07,58.36,300.00,w ext,4.62,56.40
120,23.80,17.34,55.23,340.00,w ext,4.52,57.53
121,24.00,22.20,50.73,376.00,w ext,6.62,59.67
122,24.20,27.97,47.73,412.00,west,6.51,60.75
123,24.40,33.59,43.90,388.00,west,6.80,63.24
124,24.60,39.22,41.17,344.00,south,6.26,65.14
125,24.80,44.01,39.16,332.00,south,5.20,66.87
126,25.00,50.35,36.82,328.00,south,6.76,69.23
127,25.20,57.48,35.62,368.00,south,7.22,71.08
128,25.40,63.68,34.04,436.00,south,6.41,73.73
129,25.60,68.98,31.21,500.00,south,6.00,77.68
130,25.80,74.27,29.13,528.00,south,5.68,81.15
131,26.00,78.66,24.94,568.00,south,6.08,86.55
132,26.20,81.55,21.14,516.00,south,4.77,91.11
133,26.40,83.64,16.15,472.00,s ext,5.41,96.51
134,26.60,84.18,10.70,360.00,s ext,5.48,101.81
135,26.80,82.42,5.54,272.00,s ext,5.46,106.11
136,27.00,80.06,4.93,276.00,s ext,2.44,105.98
137,27.20,76.08,3.79,264.00,s ext,4.14,105.99
138,27.40,72.10,3.50,280.00,s ext,3.99,105.35
139,27.60,68.89,3.36,296.00,s ext,3.21,104.84
140,27.80,64.07,3.51,288.00,s ext,4.83,103.82
141,28.00,60.87,4.20,256.00,s ext,3.27,102.68
142,28.20,55.94,4.08,236.00,s ext,4.93,102.26
143,28.40,53.72,7.07,288.00,s ext,3.72,99.12
144,28.60,51.49,10.02,316.00,s ext,3.70,96.05
145,28.80,48.49,13.58,296.00,s ext,4.66,92.41
146,29.00,45.57,18.13,340.00,s ext,5.41,87.87
147,29.20,44.55,25.37,368.00,s ext,7.31,80.65
148,29.40,43.41,31.52,364.00,south,6.26,74.52
149,29.60,44.08,40.10,408.00,south,8.61,65.92
150,29.80,44.67,48.43,400.00,west,8.34,57.59
151,30.00,46.09,58.50,404.00,west,10.17,47.50
152,30.20,47.33,67.33,428.00,west,8.91,38.66
153,30.40,48.45,75.86,444.00,west,8.61,30.14
154,30.60,51.02,84.31,452.00,west,8.83,21.97
155,30.80,53.45,93.18,444.00,west,9.20,13.80
156,31.00,57.23,100.98,440.00,west,8.67,8.91
157,31.20,60.15,107.71,464.00,west,7.33,7.29
158,31.40,63.02,112.77,460.00,west,5.82,9.25
159,31.60,66.55,118.41,488.00,west,6.65,13.45
160,31.80,70.09,121.81,468.00,west,4.91,17.78
161,32.00,73.67,123.06,464.00,west,3.79,21.57
162,32.20,77.26,123.63,448.00,west,3.63,25.15
163,32.40,80.85,123.53,456.00,west,3.59,28.56
164,32.60,84.47,121.41,520.00,north,4.20,31.62
165,32.80,88.08,118.67,548.00,north,4.53,34.66
166,33.00,92.40,113.96,556.00,north,6.39,38.65
167,33.20,97.38,109.33,540.00,north,6.80,43.72
168,33.40,102.31,105.41,556.00,east,6.30,49.04
169,33.60,108.61,102.18,568.00,east,7.08,55.78
170,33.80,114.87,97.48,540.00,east,7.83,62.81
171,34.00,120.39,92.57,560.00,east,7.39,69.33
172,34.20,125.88,86.68,520.00,east,8.05,76.27
173,34.40,131.34,80.40,492.00,east,8.32,83.53
174,34.60,135.42,74.63,516.00,east,7.07,89.50
175,34.80,138.78,67.83,440.00,east,7.59,95.43
176,35.00,139.41,62.08,424.00,east,5.78,98.68
177,35.20,138.68,57.36,432.00,east,4.77,100.46
178,35.40,135.26,54.09,364.00,east,4.74,99.37
179,35.60,131.18,53.36,460.00,south,4.14,96.39
180,35.80,126.43,54.25,472.00,south,4.84,92.00
181,36.00,120.30,57.44,524.00,south,6.91,85.17
182,36.20,114.15,61.03,536.00,south,7.12,78.09
183,36.40,107.96,65.01,520.00,south,7.36,70.76
184,36.60,101.04,70.11,540.00,south,8.60,62.17
185,36.80,94.07,74.90,552.00,south,8.46,53.73
186,37.00,87.74,80.23,544.00,south,8.28,45.46
187,37.20,81.34,86.89,564.00,south,9.23,36.34
188,37.40,75.58,93.62,540.00,west,8.86,27.79
189,37.60,71.92,101.27,548.00,west,8.48,20.67
190,37.80,68.93,108.34,524.00,west,7.68,15.65
191,38.00,65.14,116.32,524.00,west,8.83,11.64
192,38.20,62.01,124.52,500.00,west,8.77,11.98
193,38.40,58.82,133.00,508.00,west,9.07,15.89
194,38.60,57.02,141.57,500.00,west,8.76,22.59
195,38.80,55.27,148.05,424.00,west,6.71,28.24
196,39.00,53.52,153.91,452.00,west,6.12,33.53
197,39.20,51.70,160.76,352.00,west,7.08,40.03
198,39.40,49.02,168.90,356.00,west,8.57,47.87
199,39.60,46.28,177.40,344.00,n ext,8.93,56.23
200,39.80,43.53,185.38,284.00,n ext,8.45,64.23
201,40.00,41.63,191.52,176.00,n ext,6.43,70.44
202,40.20,42.22,193.96,96.00,n ext,2.51,72.85
203,40.40,-,-,-,-,-,-
204,40.60,49.84,193.56,76.00,n ext,-,72.53
205,40.80,56.76,193.02,80.00,n ext,6.94,72.67
206,41.00,60.72,191.02,208.00,n ext,4.43,71.33
207,41.20,67.79,188.57,248.00,n ext,7.49,70.65
208,41.40,76.47,185.61,284.00,n ext,9.17,70.70
209,41.60,83.59,182.58,280.00,north,7.74,71.09
210,41.80,90.70,178.37,296.00,north,8.26,71.33
211,42.00,96.95,173.75,332.00,north,7.78,71.47
212,42.20,102.31,167.76,332.00,north,8.04,70.72
213,42.40,105.25,161.73,344.00,north,6.71,68.91
214,42.60,105.01,153.14,372.00,north,8.59,63.63
215,42.80,102.58,145.38,428.00,north,8.14,57.42
216,43.00,99.54,138.58,472.00,north,7.45,51.49
217,43.20,95.14,132.67,492.00,north,7.37,45.06
218,43.40,89.41,126.95,464.00,north,8.10,37.74
219,43.60,83.04,121.42,528.00,west,8.43,30.22
220,43.80,76.68,117.36,500.00,west,7.55,23.19
221,44.00,69.58,112.60,448.00,west,8.55,15.80
222,44.20,61.59,110.62,388.00,west,8.23,8.01
223,44.40,55.67,110.04,324.00,west,5.95,2.29
224,44.60,54.18,109.33,376.00,west,1.65,1.39
225,44.80,51.92,110.16,400.00,platform,2.41,0.00
226,45.00,50.40,111.77,400.00,platform,2.21,0.00
227,45.20,50.40,110.99,420.00,platform,0.78,0.00
228,45.40,50.40,111.77,408.00,platform,0.78,0.00
229,45.60,49.64,111.80,416.00,platform,0.76,0.00
230,45.80,50.40,111.77,424.00,platform,0.76,0.00
231,46.00,49.64,111.80,424.00,platform,0.76,0.00
232,46.20,48.89,111.06,416.00,platform,1.06,0.00
233,46.40,47.37,111.12,384.00,platform,1.52,0.00
234,46.60,47.36,111.91,388.00,platform,0.79,0.00
