Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00019.trk
Object,0
Samples,181
rat,90,
trial,3,
date,2007-12-15 12:08:24.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
54,10.60,108.78,189.27,316.00,n ext,7.56,90.98
55,10.80,119.71,191.10,284.00,n ext,11.08,99.55
56,11.00,128.18,192.00,216.00,n ext,8.52,106.16
57,11.20,138.56,194.12,256.00,n ext,10.60,115.26
58,11.40,150.88,196.78,172.00,n ext,12.60,126.43
59,11.60,156.92,196.83,288.00,n ext,6.04,131.25
60,11.80,165.33,195.25,228.00,n ext,8.56,137.18
61,12.00,170.72,191.12,244.00,n ext,6.79,139.44
62,12.20,173.81,183.75,256.00,e ext,7.99,138.29
63,12.40,176.69,175.18,316.00,e ext,9.04,136.87
64,12.60,177.69,165.68,372.00,e ext,9.56,133.96
65,12.80,177.66,154.76,376.00,e ext,10.91,130.27
66,13.00,176.53,141.60,392.00,east,13.21,125.86
67,13.20,174.74,128.47,396.00,east,13.25,121.86
68,13.40,172.45,116.51,440.00,east,12.18,118.73
69,13.60,170.49,105.82,460.00,east,10.87,116.90
70,13.80,168.54,93.46,420.00,east,12.51,116.32
71,14.00,165.39,82.43,412.00,east,11.47,115.43
72,14.20,163.27,72.52,432.00,east,10.13,116.23
73,14.40,159.86,62.24,420.00,east,10.83,116.87
74,14.60,156.71,53.14,436.00,east,9.63,118.15
75,14.80,152.38,45.61,396.00,east,8.68,118.33
76,15.00,146.16,39.91,348.00,east,8.44,116.39
77,15.20,139.39,37.08,404.00,south,7.34,112.75
78,15.40,132.66,34.89,416.00,south,7.07,109.07
79,15.60,125.93,32.38,452.00,south,7.19,105.96
80,15.80,117.74,31.37,428.00,south,8.25,101.15
81,16.00,109.42,32.19,484.00,south,8.36,95.26
82,16.20,101.67,33.14,548.00,south,7.81,89.96
83,16.40,93.79,34.33,576.00,south,7.97,84.65
84,16.60,85.04,35.70,580.00,south,8.86,79.18
85,16.80,77.65,37.65,624.00,south,7.65,74.31
86,17.00,70.21,40.99,532.00,south,8.15,68.62
87,17.20,64.97,43.87,460.00,south,5.98,64.41
88,17.40,59.68,46.70,500.00,south,5.99,60.55
89,17.60,54.39,50.37,472.00,south,6.44,56.05
90,17.80,48.28,54.74,468.00,west,7.51,51.25
91,18.00,41.33,59.92,464.00,west,8.67,46.28
92,18.20,34.34,66.29,500.00,west,9.46,41.20
93,18.40,28.93,73.40,496.00,west,8.93,36.14
94,18.60,23.44,80.91,492.00,west,9.30,32.48
95,18.80,19.64,90.01,464.00,west,9.86,28.17
96,19.00,15.79,100.48,436.00,west,11.16,25.77
97,19.20,13.56,111.33,452.00,w ext,11.08,25.38
98,19.40,11.22,122.47,396.00,w ext,11.38,28.57
99,19.60,10.46,134.57,340.00,w ext,12.12,33.77
100,19.80,9.56,145.81,332.00,w ext,11.27,40.99
101,20.00,11.05,155.25,296.00,w ext,9.56,46.66
102,20.20,14.07,162.87,276.00,w ext,8.19,51.04
103,20.40,17.76,169.89,256.00,w ext,7.93,55.23
104,20.60,21.42,174.76,224.00,w ext,6.09,58.11
105,20.80,24.21,179.90,196.00,w ext,5.85,61.98
106,21.00,28.64,182.30,184.00,w ext,5.04,63.08
107,21.20,33.69,186.19,196.00,w ext,6.37,65.94
108,21.40,38.95,186.45,208.00,w ext,5.27,65.59
109,21.60,44.91,187.47,216.00,n ext,6.05,66.30
110,21.80,54.04,186.81,240.00,n ext,9.15,66.18
111,22.00,60.96,185.71,272.00,n ext,7.01,66.17
112,22.20,69.47,184.80,292.00,n ext,8.56,67.53
113,22.40,77.27,184.67,332.00,n ext,7.80,70.15
114,22.60,86.75,184.27,352.00,north,9.49,74.12
115,22.80,93.95,184.54,328.00,north,7.20,78.25
116,23.00,102.82,183.79,312.00,north,8.90,82.97
117,23.20,109.25,182.30,388.00,north,6.61,85.99
118,23.40,116.42,179.56,356.00,north,7.67,89.08
119,23.60,123.58,177.16,372.00,north,7.55,92.86
120,23.80,130.73,175.02,376.00,north,7.47,97.23
121,24.00,137.14,173.70,392.00,north,6.54,101.77
122,24.20,143.46,171.58,356.00,north,6.66,105.96
123,24.40,149.03,170.12,368.00,north,5.76,110.01
124,24.60,153.50,166.45,408.00,north,5.78,112.21
125,24.80,156.82,160.49,400.00,east,6.83,112.70
126,25.00,159.14,153.19,396.00,east,7.66,112.20
127,25.20,161.56,146.73,404.00,east,6.90,112.54
128,25.40,163.97,140.13,388.00,east,7.02,113.26
129,25.60,165.31,131.30,388.00,east,8.93,112.91
130,25.80,165.36,124.89,364.00,east,6.41,112.15
131,26.00,164.35,115.62,384.00,east,9.33,110.62
132,26.20,161.98,107.28,416.00,east,8.67,108.33
133,26.40,157.41,98.33,416.00,east,10.06,104.59
134,26.60,151.74,91.63,424.00,east,8.77,100.11
135,26.80,145.67,87.05,460.00,east,7.60,95.18
136,27.00,138.39,82.87,528.00,east,8.39,89.35
137,27.20,129.93,79.02,520.00,east,9.30,82.73
138,27.40,122.34,77.38,540.00,east,7.77,76.46
139,27.60,114.10,76.37,592.00,south,8.29,69.62
140,27.80,105.86,75.13,568.00,south,8.33,63.25
141,28.00,96.86,75.01,620.00,south,9.00,55.88
142,28.20,88.45,74.59,572.00,south,8.43,49.65
143,28.40,78.45,74.48,540.00,south,10.00,42.86
144,28.60,68.96,74.88,520.00,south,9.50,37.11
145,28.80,60.79,77.64,500.00,west,8.62,30.93
146,29.00,52.49,81.29,504.00,west,9.07,25.22
147,29.20,44.81,85.27,520.00,west,8.65,20.75
148,29.40,36.99,89.59,460.00,west,8.93,18.09
149,29.60,29.80,93.47,452.00,west,8.17,18.59
150,29.80,24.15,97.78,460.00,west,7.11,19.86
151,30.00,18.44,103.37,400.00,west,7.99,22.21
152,30.20,13.51,109.36,364.00,w ext,7.76,25.65
153,30.40,9.42,117.69,384.00,w ext,9.28,29.58
154,30.60,8.70,125.88,340.00,w ext,8.22,31.83
155,30.80,10.46,134.57,344.00,w ext,8.87,33.77
156,31.00,12.94,141.84,300.00,w ext,7.68,35.86
157,31.20,16.94,147.40,312.00,w ext,6.85,36.86
158,31.40,23.18,152.80,320.00,w ext,8.25,37.71
159,31.60,30.12,154.91,296.00,west,7.25,36.45
160,31.80,35.44,155.73,296.00,west,5.39,35.66
161,32.00,39.21,156.22,288.00,west,3.80,35.50
162,32.20,42.18,156.97,288.00,west,3.07,35.93
163,32.40,46.74,155.64,296.00,west,4.75,34.50
164,32.60,49.05,154.22,368.00,west,2.71,33.25
165,32.80,52.17,151.07,408.00,west,4.44,30.49
166,33.00,53.07,147.73,428.00,west,3.46,27.38
167,33.20,53.20,144.58,424.00,west,3.15,24.35
168,33.40,52.74,137.70,396.00,west,6.90,17.61
169,33.60,51.46,131.74,424.00,west,6.10,11.56
170,33.80,49.42,124.26,404.00,west,7.75,3.87
171,34.00,47.98,121.30,392.00,west,3.30,0.79
172,34.20,47.25,119.80,364.00,platform,1.67,0.00
173,34.40,46.53,117.49,456.00,platform,2.41,0.00
174,34.60,46.55,115.91,468.00,platform,1.58,0.00
175,34.80,45.77,117.56,416.00,platform,1.82,0.00
176,35.00,46.53,117.49,412.00,platform,0.76,0.00
177,35.20,46.53,117.49,420.00,platform,0.00,0.00
178,35.40,45.78,116.76,416.00,platform,1.05,0.00
179,35.60,45.78,116.76,440.00,platform,0.00,0.00
180,35.80,45.78,116.76,440.00,platform,0.00,0.00
181,36.00,46.54,116.70,428.00,platform,0.76,0.00
